ID,Sexo,Ciudad,Asistencia,Nota_Final,Situación_Laboral,Nivel_Educativo_Prev,Conectividad_Hogar,Rango_Etario,Estado_Académico
L-2025-3210,F,La Plata,33,"5,79",Monotributista / independiente,Secundario completo,No,18 a 24,Desaprobado
L-2025-3211,F,La Matanza,34,"9,33",Ama de casa / tareas de cuidado,Secundario completo,Si,45 a 54,Destacado
L-2025-3212,M,Mar del Plata,33,"9,74",Monotributista / independiente,Terciario en curso,Si,25 a 34,Destacado
L-2025-3213,M,Mar del Plata,33,"9,12",Monotributista / independiente,Secundario incompleto,No,35 a 44,Destacado
L-2025-3214,F,Mar del Plata,38,"7,91",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Aprobado
L-2025-3215,F,Mar del Plata,34,"7,00",Ama de casa / tareas de cuidado,Universitario incompleto,Si,55 y más,Aprobado
L-2025-3216,F,Almirante Brown,,"7,66",Empleado en relación de dependencia,Universitario incompleto,No,55 y más,Aprobado
L-2025-3217,F,La Matanza,34,"5,37",Monotributista / independiente,Secundario completo,Si,55 y más,Desaprobado
L-2025-3218,M,Quilmes,27,"6,53",Desempleado,Secundario completo,No,18 a 24,Aprobado
L-2025-3219,F,La Plata,34,"5,88",Empleado en relación de dependencia,Secundario completo,Si,18 a 24,Desaprobado
L-2025-3220,F,La Matanza,32,"6,88",Empleo informal,Universitario incompleto,No,25 a 34,Aprobado
L-2025-3221,F,La Matanza,36,"4,12",Ama de casa / tareas de cuidado,Secundario incompleto,Si,25 a 34,Destacado
L-2025-3222,F,Lanús,33,"8,67",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-3223,M,Avellaneda,38,"10,00",Empleo informal,Secundario completo,Si,25 a 34,Destacado
L-2025-3224,F,Avellaneda,37,"6,74",Desempleado,Secundario completo,Si,55 y más,Aprobado
L-2025-3225,F,Quilmes,31,"6,07",Monotributista / independiente,Secundario completo,Si,35 a 44,Aprobado
L-2025-3226,M,Quilmes,36,"3,98",Empleado en relación de dependencia,Terciario en curso,Si,35 a 44,Desaprobado
L-2025-3227,F,La Matanza,33,"9,42",No declara,Universitario incompleto,No,25 a 34,Destacado
L-2025-3228,M,Almirante Brown,32,"4,82",Empleo informal,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-3229,M,La Plata,35,"8,62",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-3230,F,La Matanza,34,"8,77",Trabajos esporádicos,Terciario completo,Si,45 a 54,Aprobado
L-2025-3231,M,Lomas de Zamora,38,"6,18",Desempleado,Secundario completo,Si,35 a 44,Aprobado
L-2025-3232,M,Mar del Plata,32,"7,01",Trabajos esporádicos,Primario incompleto,Si,45 a 54,Destacado
L-2025-3233,M,Mar del Plata,34,"7,14",Empleado en relación de dependencia,Primario incompleto,Si,25 a 34,Aprobado
L-2025-3234,M,Avellaneda,20,"8,46",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Aprobado
L-2025-3235,F,Lomas de Zamora,38,"8,71",Desempleado,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-3236,M,La Matanza,37,"8,77",Empleado en relación de dependencia,Primario completo,No,25 a 34,Aprobado
L-2025-3237,M,La Plata,37,"5,64",Empleo informal,Secundario incompleto,No,18 a 24,Desaprobado
L-2025-3238,F,La Plata,32,"4,66",Empleo informal,Universitario incompleto,Si,18 a 24,Desaprobado
L-2025-3239,F,La Matanza,39,"6,22",Empleo informal,Secundario completo,Si,35 a 44,Aprobado
L-2025-3240,M,Merlo,37,"4,03",Empleo informal,Secundario completo,Si,45 a 54,Desaprobado
L-2025-3241,M,Mar del Plata,39,"6,50",Monotributista / independiente,Secundario completo,Si,35 a 44,Aprobado
L-2025-3242,F,La Matanza,32,"8,89",Monotributista / independiente,Terciario completo,Si,45 a 54,Aprobado
L-2025-3243,F,La Plata,34,"8,45",Empleo informal,Primario completo,Si,45 a 54,Destacado
L-2025-3244,F,Mar del Plata,38,"8,26",Ama de casa / tareas de cuidado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3245,F,Mar del Plata,34,"8,11",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-3246,F,La Plata,20,"9,40",Empleado en relación de dependencia,Terciario completo,Si,18 a 24,Destacado
L-2025-3247,F,Quilmes,35,"7,31",Empleo informal,Secundario completo,Si,45 a 54,Aprobado
L-2025-3248,F,La Plata,20,"8,80",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3249,M,La Matanza,37,"6,48",Empleo informal,Secundario completo,Si,18 a 24,Aprobado
L-2025-3250,M,Mar del Plata,40,"9,14",Monotributista / independiente,Secundario completo,Si,25 a 34,Destacado
L-2025-3251,M,La Matanza,38,"8,27",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-3252,F,La Matanza,32,"10,00",Empleado en relación de dependencia,Terciario completo,No,25 a 34,Destacado
L-2025-3253,M,Mar del Plata,34,"5,63",Empleado en relación de dependencia,Primario completo,Si,35 a 44,Desaprobado
L-2025-3254,M,La Plata,34,"5,88",Empleado en relación de dependencia,Secundario completo,Si,18 a 24,Desaprobado
L-2025-3255,M,Lomas de Zamora,35,"8,12",Ama de casa / tareas de cuidado,Sin escolaridad formal,Si,25 a 34,Aprobado
L-2025-3256,F,La Matanza,33,"6,79",Empleado en relación de dependencia,Universitario incompleto,No,35 a 44,Aprobado
L-2025-3257,F,Quilmes,35,"9,79",Desempleado,Secundario completo,Si,45 a 54,Destacado
L-2025-3258,F,Mar del Plata,34,"7,98",Empleo informal,Secundario incompleto,No,25 a 34,Aprobado
L-2025-3259,F,Lomas de Zamora,38,"7,54",Empleado en relación de dependencia,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-3260,F,La Matanza,35,"7,68",Monotributista / independiente,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-3261,M,La Plata,34,"8,87",No declara,Secundario completo,Si,18 a 24,Aprobado
L-2025-3262,F,La Plata,32,"6,64",Ama de casa / tareas de cuidado,Universitario completo,Si,45 a 54,Aprobado
L-2025-3263,F,La Plata,34,"8,20",Trabajos esporádicos,Primario completo,Si,55 y más,Destacado
L-2025-3264,M,General San Martín,36,"7,67",Desempleado,Terciario en curso,No,35 a 44,Aprobado
L-2025-3265,M,La Plata,35,"6,19",Monotributista / independiente,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-3266,F,Mar del Plata,16,"7,29",Empleado en relación de dependencia,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-3267,M,Avellaneda,34,"5,31",Empleado en relación de dependencia,Secundario incompleto,Si,55 y más,Desaprobado
L-2025-3268,M,Mar del Plata,38,"8,02",Desempleado,Primario completo,Si,45 a 54,Aprobado
L-2025-3269,F,General San Martín,31,"7,06",Desempleado,Secundario completo,Si,18 a 24,Aprobado
L-2025-3270,M,Almirante Brown,34,"8,52",Empleo informal,Universitario incompleto,No,45 a 54,Aprobado
L-2025-3271,M,Merlo,35,"8,98",Monotributista / independiente,Universitario incompleto,No,45 a 54,Aprobado
L-2025-3272,M,La Plata,34,"7,22",Monotributista / independiente,Terciario en curso,Si,35 a 44,Aprobado
L-2025-3273,F,La Matanza,36,"7,50",Ama de casa / tareas de cuidado,Secundario completo,No,25 a 34,Aprobado
L-2025-3274,F,Quilmes,18,"8,78",Empleado en relación de dependencia,Terciario en curso,Si,25 a 34,Aprobado
L-2025-3275,F,Merlo,35,"8,46",Empleado en relación de dependencia,Secundario incompleto,No,25 a 34,Aprobado
L-2025-3276,M,Merlo,35,"8,75",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3277,F,Mar del Plata,33,"6,98",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3278,F,Mar del Plata,34,"7,00",No declara,Primario completo,Si,35 a 44,Aprobado
L-2025-3279,F,Almirante Brown,21,"10,00",Empleado en relación de dependencia,Secundario completo,No,55 y más,Destacado
L-2025-3280,F,Mar del Plata,34,"8,73",Ama de casa / tareas de cuidado,Primario completo,Si,18 a 24,Aprobado
L-2025-3281,M,Quilmes,33,"4,23",Ama de casa / tareas de cuidado,Secundario incompleto,No,35 a 44,Desaprobado
L-2025-3282,M,Quilmes,18,"6,72",Empleado en relación de dependencia,Secundario incompleto,No,18 a 24,Aprobado
L-2025-3283,M,La Plata,31,"7,03",Empleado en relación de dependencia,Sin escolaridad formal,Si,45 a 54,Aprobado
L-2025-3284,F,General San Martín,33,"6,06",Ama de casa / tareas de cuidado,Universitario incompleto,Si,55 y más,Aprobado
L-2025-3285,M,Mar del Plata,33,"8,87",Trabajos esporádicos,Secundario completo,Si,25 a 34,Aprobado
L-2025-3286,M,Lomas de Zamora,32,"9,85",Empleo informal,Universitario incompleto,Si,25 a 34,Destacado
L-2025-3287,M,La Matanza,38,"7,42",Ama de casa / tareas de cuidado,Secundario incompleto,No,35 a 44,Aprobado
L-2025-3288,M,Avellaneda,33,"5,66",Empleo informal,Universitario incompleto,Si,35 a 44,Desaprobado
L-2025-3289,F,La Matanza,36,"6,74",Desempleado,Terciario completo,Si,18 a 24,Aprobado
L-2025-3290,M,General San Martín,36,"7,46",Desempleado,Universitario incompleto,Si,35 a 44,Aprobado
L-2025-3291,F,Mar del Plata,30,"9,00",Empleo informal,Terciario en curso,Si,55 y más,Destacado
L-2025-3292,F,Lomas de Zamora,33,"8,28",Ama de casa / tareas de cuidado,Sin escolaridad formal,Si,25 a 34,Aprobado
L-2025-3293,M,General San Martín,36,"9,49",Desempleado,Secundario incompleto,Si,25 a 34,Destacado
L-2025-3294,M,Merlo,18,"5,63",Empleado en relación de dependencia,Secundario completo,No,35 a 44,Desaprobado
L-2025-3295,F,Lanús,38,"8,20",Monotributista / independiente,Primario completo,Si,25 a 34,Aprobado
L-2025-3296,F,La Plata,34,"7,79",Desempleado,Primario completo,Si,25 a 34,Aprobado
L-2025-3297,F,La Matanza,34,"6,82",Desempleado,Primario completo,Si,35 a 44,Aprobado
L-2025-3298,F,Quilmes,37,"9,43",Desempleado,Universitario completo,Si,25 a 34,Destacado
L-2025-3299,M,La Plata,22,"5,27",Empleado en relación de dependencia,Sin escolaridad formal,No,25 a 34,Desaprobado
L-2025-3300,F,Mar del Plata,37,"8,75",No declara,Secundario incompleto,No,25 a 34,Aprobado
L-2025-3301,F,General San Martín,34,"4,20",Monotributista / independiente,Secundario completo,No,25 a 34,Destacado
L-2025-3302,F,Mar del Plata,35,"5,44",Monotributista / independiente,Primario completo,No,25 a 34,Desaprobado
L-2025-3303,M,Quilmes,34,"7,16",Monotributista / independiente,Secundario completo,Si,45 a 54,Aprobado
L-2025-3304,M,Lomas de Zamora,33,"5,14",Monotributista / independiente,Sin escolaridad formal,Si,35 a 44,Desaprobado
L-2025-3305,M,La Plata,36,"8,66",Monotributista / independiente,Secundario completo,Si,45 a 54,Aprobado
L-2025-3306,F,Mar del Plata,35,"9,17",Ama de casa / tareas de cuidado,Universitario completo,No,18 a 24,Destacado
L-2025-3307,M,La Matanza,38,"6,81",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-3308,F,General San Martín,34,"10,00",Ama de casa / tareas de cuidado,Secundario completo,Si,45 a 54,Destacado
L-2025-3309,F,Quilmes,36,"7,90",Monotributista / independiente,Secundario incompleto,No,25 a 34,Aprobado
L-2025-3310,F,Quilmes,18,"6,31",Empleado en relación de dependencia,Sin escolaridad formal,Si,55 y más,Aprobado
L-2025-3311,M,La Plata,38,"5,76",Empleado en relación de dependencia,Secundario incompleto,Si,55 y más,Desaprobado
L-2025-3312,F,Quilmes,33,"6,33",Empleo informal,Sin escolaridad formal,No,18 a 24,Aprobado
L-2025-3313,M,La Matanza,36,"7,35",Empleo informal,Secundario completo,Si,18 a 24,Aprobado
L-2025-3314,M,Lomas de Zamora,16,"7,86",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Aprobado
L-2025-3315,M,La Matanza,34,"7,62",Ama de casa / tareas de cuidado,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-3316,M,La Matanza,33,"9,68",Empleado en relación de dependencia,Secundario incompleto,No,45 a 54,Destacado
L-2025-3317,F,General San Martín,31,"7,53",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-3318,M,Mar del Plata,35,"8,08",Empleado en relación de dependencia,Primario completo,Si,25 a 34,Aprobado
L-2025-3319,M,Lomas de Zamora,34,"6,35",Empleo informal,Sin escolaridad formal,Si,45 a 54,Aprobado
L-2025-3320,F,La Matanza,21,"7,60",Empleado en relación de dependencia,Primario completo,No,25 a 34,Aprobado
L-2025-3321,F,Mar del Plata,35,"7,31",Monotributista / independiente,Secundario completo,No,25 a 34,Aprobado
L-2025-3322,F,Lomas de Zamora,31,"8,72",Ama de casa / tareas de cuidado,Secundario incompleto,No,25 a 34,Aprobado
L-2025-3323,F,General San Martín,34,"6,82",Monotributista / independiente,Secundario completo,Si,45 a 54,Aprobado
L-2025-3324,F,General San Martín,33,"7,89",Empleo informal,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-3325,M,La Matanza,35,"7,39",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3326,F,La Matanza,34,"4,43",Empleo informal,Sin escolaridad formal,Si,35 a 44,Desaprobado
L-2025-3327,F,La Matanza,34,"7,42",Monotributista / independiente,Secundario completo,Si,35 a 44,Aprobado
L-2025-3328,M,Lomas de Zamora,33,"5,28",Monotributista / independiente,Secundario completo,Si,35 a 44,Desaprobado
L-2025-3329,F,La Matanza,38,"8,10",Monotributista / independiente,Sin escolaridad formal,Si,45 a 54,Aprobado
L-2025-3330,F,Merlo,29,"8,10",Empleado en relación de dependencia,Terciario en curso,Si,25 a 34,Aprobado
L-2025-3331,F,General San Martín,35,"4,44",Monotributista / independiente,Primario incompleto,No,25 a 34,Desaprobado
L-2025-3332,F,La Matanza,35,"8,32",Desempleado,Universitario incompleto,No,25 a 34,Aprobado
L-2025-3333,M,Lanús,31,"4,80",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-3334,F,La Plata,17,"9,02",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Destacado
L-2025-3335,F,Almirante Brown,33,"8,51",Monotributista / independiente,Secundario completo,No,25 a 34,Aprobado
L-2025-3336,F,La Matanza,36,"8,03",Desempleado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3337,F,General San Martín,34,"8,35",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-3338,F,Quilmes,35,"7,60",Desempleado,Secundario incompleto,No,45 a 54,Aprobado
L-2025-3339,M,Lomas de Zamora,38,"6,26",Empleo informal,Secundario completo,Si,35 a 44,Aprobado
L-2025-3340,F,Merlo,35,"9,72",Monotributista / independiente,Secundario completo,Si,55 y más,Destacado
L-2025-3341,F,Quilmes,35,"8,32",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3342,M,Avellaneda,37,"4,64",Desempleado,Primario completo,No,35 a 44,Desaprobado
L-2025-3343,F,Avellaneda,20,"9,48",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Destacado
L-2025-3344,F,Mar del Plata,36,"9,00",No declara,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-3345,M,General San Martín,34,"4,79",Desempleado,Secundario completo,Si,25 a 34,Desaprobado
L-2025-3346,M,General San Martín,32,"7,03",Monotributista / independiente,Primario incompleto,Si,18 a 24,Aprobado
L-2025-3347,F,Lanús,15,"5,40",Monotributista / independiente,Primario incompleto,No,35 a 44,Desaprobado
L-2025-3348,M,La Plata,33,"8,80",Empleado en relación de dependencia,Secundario incompleto,No,25 a 34,Aprobado
L-2025-3349,F,Lomas de Zamora,34,"5,80",Monotributista / independiente,Secundario completo,Si,55 y más,Desaprobado
L-2025-3350,F,La Plata,32,"4,40",Empleo informal,Secundario completo,Si,25 a 34,Destacado
L-2025-3351,M,La Plata,36,"7,80",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3352,M,General San Martín,34,"9,23",Empleo informal,Universitario incompleto,Si,25 a 34,Destacado
L-2025-3353,F,La Matanza,34,"9,23",Ama de casa / tareas de cuidado,Universitario completo,No,25 a 34,Destacado
L-2025-3354,M,General San Martín,20,"7,88",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-3355,M,La Plata,34,"7,95",Empleo informal,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3356,F,La Matanza,32,"7,03",Ama de casa / tareas de cuidado,Primario incompleto,No,45 a 54,Aprobado
L-2025-3357,F,General San Martín,36,"7,18",Desempleado,Primario incompleto,No,25 a 34,Aprobado
L-2025-3358,M,La Matanza,35,"10,00",Desempleado,Universitario completo,Si,25 a 34,Destacado
L-2025-3359,M,Mar del Plata,35,"6,86",Desempleado,Sin escolaridad formal,Si,18 a 24,Aprobado
L-2025-3360,F,Avellaneda,33,"9,37",Empleado en relación de dependencia,Terciario en curso,Si,25 a 34,Destacado
L-2025-3361,M,La Matanza,38,"8,97",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3362,M,Quilmes,36,"7,69",Trabajos esporádicos,Secundario completo,Si,25 a 34,Aprobado
L-2025-3363,F,Mar del Plata,33,"8,09",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Aprobado
L-2025-3364,M,Lomas de Zamora,18,"5,36",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Desaprobado
L-2025-3365,F,Lomas de Zamora,34,"5,22",Empleado en relación de dependencia,Universitario incompleto,No,35 a 44,Desaprobado
L-2025-3366,M,Lomas de Zamora,15,"5,47",Ama de casa / tareas de cuidado,Primario completo,No,18 a 24,Desaprobado
L-2025-3367,M,Mar del Plata,35,"8,64",Desempleado,Secundario incompleto,No,18 a 24,Aprobado
L-2025-3368,M,Mar del Plata,35,"10,00",Empleo informal,Secundario completo,Si,25 a 34,Destacado
L-2025-3369,F,La Matanza,35,"9,69",Desempleado,Secundario completo,Si,45 a 54,Destacado
L-2025-3370,F,La Plata,34,"9,85",Monotributista / independiente,Universitario incompleto,Si,25 a 34,Destacado
L-2025-3371,F,La Plata,29,"7,41",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Aprobado
L-2025-3372,F,La Matanza,38,"5,18",Empleado en relación de dependencia,Universitario incompleto,Si,35 a 44,Desaprobado
L-2025-3373,F,La Plata,35,"7,14",Empleo informal,Primario incompleto,Si,25 a 34,Destacado
L-2025-3374,F,Mar del Plata,35,"7,48",Empleado en relación de dependencia,Universitario completo,No,18 a 24,Aprobado
L-2025-3375,F,La Plata,33,"3,82",No declara,Secundario completo,Si,35 a 44,Desaprobado
L-2025-3376,F,Quilmes,34,"8,19",Empleado en relación de dependencia,Primario completo,No,25 a 34,Destacado
L-2025-3377,F,Lomas de Zamora,34,"5,33",Empleo informal,Secundario incompleto,Si,18 a 24,Desaprobado
L-2025-3378,M,Lanús,35,"8,35",Empleo informal,Universitario incompleto,Si,45 a 54,Aprobado
L-2025-3379,F,Quilmes,31,"4,94",Desempleado,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-3380,M,Lanús,35,"8,67",Desempleado,Universitario completo,No,25 a 34,Aprobado
L-2025-3381,M,Avellaneda,34,"6,05",No declara,Terciario en curso,No,35 a 44,Aprobado
L-2025-3382,F,Merlo,34,"8,09",No declara,Sin escolaridad formal,Si,45 a 54,Aprobado
L-2025-3383,M,Lomas de Zamora,30,"9,49",Monotributista / independiente,Universitario incompleto,No,25 a 34,Destacado
L-2025-3384,F,La Plata,33,"8,97",Trabajos esporádicos,Secundario incompleto,No,25 a 34,Aprobado
L-2025-3385,F,Quilmes,33,"9,04",No declara,Secundario completo,Si,25 a 34,Destacado
L-2025-3386,F,La Matanza,32,"6,13",Empleado en relación de dependencia,Universitario completo,Si,55 y más,Aprobado
L-2025-3387,F,Almirante Brown,35,"6,01",Empleado en relación de dependencia,Secundario completo,No,35 a 44,Aprobado
L-2025-3388,M,Quilmes,33,"9,25",Empleado en relación de dependencia,Terciario en curso,Si,25 a 34,Destacado
L-2025-3389,M,La Matanza,34,"6,22",Monotributista / independiente,Secundario completo,No,35 a 44,Aprobado
L-2025-3390,M,Almirante Brown,34,"9,14",Monotributista / independiente,Terciario en curso,Si,25 a 34,Destacado
L-2025-3391,F,General San Martín,35,"8,34",Monotributista / independiente,Terciario en curso,No,25 a 34,Aprobado
L-2025-3392,F,La Matanza,32,"8,92",Empleado en relación de dependencia,Secundario incompleto,No,25 a 34,Aprobado
L-2025-3393,F,Lanús,35,"4,42",No declara,Primario completo,No,18 a 24,Desaprobado
L-2025-3394,M,La Plata,33,"5,42",Empleo informal,Terciario completo,No,35 a 44,Desaprobado
L-2025-3395,F,La Matanza,20,"8,12",Empleado en relación de dependencia,Secundario incompleto,No,55 y más,Aprobado
L-2025-3396,F,La Matanza,33,"9,67",Empleo informal,Secundario completo,Si,25 a 34,Destacado
L-2025-3397,F,La Plata,34,"6,51",Empleado en relación de dependencia,Universitario incompleto,No,45 a 54,Aprobado
L-2025-3398,F,Lanús,36,"8,05",Ama de casa / tareas de cuidado,Sin escolaridad formal,Si,45 a 54,Aprobado
L-2025-3399,M,Lanús,36,"9,52",Desempleado,Universitario incompleto,Si,25 a 34,Destacado
L-2025-3400,F,General San Martín,38,"4,53",Empleo informal,Primario completo,Si,35 a 44,Desaprobado
L-2025-3401,F,Lomas de Zamora,38,"5,63",Monotributista / independiente,Primario incompleto,Si,35 a 44,Desaprobado
L-2025-3402,F,Mar del Plata,32,"6,82",Ama de casa / tareas de cuidado,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-3403,M,Avellaneda,35,"5,59",Empleo informal,Sin escolaridad formal,Si,35 a 44,Desaprobado
L-2025-3404,F,Quilmes,36,"7,90",No declara,Secundario completo,No,45 a 54,Aprobado
L-2025-3405,F,Merlo,33,"5,35",Monotributista / independiente,Terciario en curso,Si,35 a 44,Desaprobado
L-2025-3406,F,Mar del Plata,34,"5,37",Empleado en relación de dependencia,Terciario completo,Si,18 a 24,Desaprobado
L-2025-3407,F,Almirante Brown,36,"6,88",Empleo informal,Primario incompleto,Si,45 a 54,Aprobado
L-2025-3408,F,La Matanza,16,"8,17",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3409,F,La Plata,35,"4,27",Monotributista / independiente,Sin escolaridad formal,Si,25 a 34,Destacado
L-2025-3410,F,General San Martín,38,"5,74",Monotributista / independiente,Secundario completo,Si,18 a 24,Desaprobado
L-2025-3411,F,La Matanza,34,"5,20",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Desaprobado
L-2025-3412,M,La Matanza,37,"5,46",No declara,Secundario completo,Si,35 a 44,Desaprobado
L-2025-3413,F,Lomas de Zamora,35,"8,21",Monotributista / independiente,Sin escolaridad formal,Si,45 a 54,Aprobado
L-2025-3414,F,Mar del Plata,36,"7,54",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-3415,F,General San Martín,31,"4,69",Empleo informal,Universitario incompleto,Si,35 a 44,Desaprobado
L-2025-3416,M,Quilmes,36,"4,63",Empleo informal,Terciario en curso,Si,35 a 44,Desaprobado
L-2025-3417,F,Lomas de Zamora,34,"8,94",Empleo informal,Universitario completo,Si,25 a 34,Aprobado
L-2025-3418,F,La Plata,32,"8,14",Monotributista / independiente,Secundario completo,No,35 a 44,Aprobado
L-2025-3419,F,Almirante Brown,36,"8,72",Ama de casa / tareas de cuidado,Secundario completo,Si,45 a 54,Aprobado
L-2025-3420,M,La Matanza,18,"5,33",Ama de casa / tareas de cuidado,Secundario completo,Si,55 y más,Desaprobado
L-2025-3421,F,Avellaneda,35,"7,01",Desempleado,Primario incompleto,Si,25 a 34,Aprobado
L-2025-3422,F,La Matanza,38,"5,37",Desempleado,Secundario incompleto,Si,18 a 24,Desaprobado
L-2025-3423,F,La Matanza,34,"4,12",Monotributista / independiente,Universitario completo,Si,35 a 44,Desaprobado
L-2025-3424,M,La Plata,33,"8,09",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3425,F,Almirante Brown,16,"8,21",Empleado en relación de dependencia,Primario completo,Si,25 a 34,Aprobado
L-2025-3426,F,Almirante Brown,33,"8,50",Empleo informal,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3427,F,General San Martín,38,"9,03",Empleado en relación de dependencia,Secundario incompleto,No,25 a 34,Destacado
L-2025-3428,M,Merlo,36,"4,97",Empleo informal,Secundario completo,Si,18 a 24,Desaprobado
L-2025-3429,M,Almirante Brown,35,"7,43",Empleado en relación de dependencia,Secundario incompleto,Si,18 a 24,Aprobado
L-2025-3430,M,Quilmes,35,"2,18",Ama de casa / tareas de cuidado,Secundario incompleto,Si,55 y más,Desaprobado
L-2025-3431,F,Quilmes,33,"6,12",Empleado en relación de dependencia,Secundario completo,Si,18 a 24,Aprobado
L-2025-3432,F,Mar del Plata,32,"6,46",Empleado en relación de dependencia,Secundario completo,Si,18 a 24,Aprobado
L-2025-3433,F,Avellaneda,34,"8,44",Empleo informal,Primario completo,Si,25 a 34,Destacado
L-2025-3434,F,La Matanza,15,"9,63",Trabajos esporádicos,Universitario incompleto,Si,25 a 34,Destacado
L-2025-3435,F,Lomas de Zamora,33,"6,64",Ama de casa / tareas de cuidado,Universitario completo,Si,55 y más,Aprobado
L-2025-3436,M,Lomas de Zamora,37,"7,31",Monotributista / independiente,Sin escolaridad formal,Si,35 a 44,Aprobado
L-2025-3437,M,La Plata,33,"6,96",Ama de casa / tareas de cuidado,Universitario incompleto,Si,55 y más,Aprobado
L-2025-3438,M,Lomas de Zamora,34,"5,55",Desempleado,Sin escolaridad formal,Si,35 a 44,Desaprobado
L-2025-3439,F,Mar del Plata,36,"7,00",Monotributista / independiente,Primario incompleto,Si,25 a 34,Destacado
L-2025-3440,F,La Plata,35,"10,00",Monotributista / independiente,Secundario completo,Si,25 a 34,Destacado
L-2025-3441,F,La Plata,31,"6,55",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-3442,F,General San Martín,35,"8,16",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-3443,F,Merlo,35,"5,87",Desempleado,Sin escolaridad formal,Si,18 a 24,Desaprobado
L-2025-3444,F,General San Martín,37,"6,06",Monotributista / independiente,Secundario completo,No,25 a 34,Aprobado
L-2025-3445,M,Merlo,32,"9,56",Ama de casa / tareas de cuidado,Secundario completo,No,45 a 54,Destacado
L-2025-3446,M,La Plata,33,"5,08",Ama de casa / tareas de cuidado,Secundario completo,No,35 a 44,Desaprobado
L-2025-3447,M,Mar del Plata,33,"6,90",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Aprobado
L-2025-3448,F,Lanús,38,"8,11",Ama de casa / tareas de cuidado,Universitario incompleto,No,45 a 54,Aprobado
L-2025-3449,M,General San Martín,38,"7,12",Ama de casa / tareas de cuidado,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-3450,F,La Matanza,34,"7,70",Empleado en relación de dependencia,Terciario completo,Si,45 a 54,Aprobado
L-2025-3451,M,Lomas de Zamora,21,"4,89",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Desaprobado
L-2025-3452,F,Mar del Plata,36,"8,99",Desempleado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3453,M,Avellaneda,33,"10,00",Empleado en relación de dependencia,Universitario completo,Si,25 a 34,Destacado
L-2025-3454,F,General San Martín,36,"5,58",Empleo informal,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-3455,F,Almirante Brown,21,"7,85",Trabajos esporádicos,Terciario completo,Si,25 a 34,Aprobado
